group,eps,case,relerr
ps1,1e-4,2,9.403969222907997e-13
ps1,1e-4,2,5.458425280724810e-06
ps1,1e-4,2,3.361584572831184e-05
ps1,1e-4,2,1.461447160899755e-09
ps1,1e-4,2,2.820625790148282e-11
ps1,1e-4,2,5.542917381778862e-12
ps1,1e-4,2,3.782221467375385e-13
ps1,1e-4,2,3.150569827811907e-07
ps1,1e-4,2,1.627032779492090e-06
ps1,1e-4,2,2.121651584486976e-10
ps1,1e-4,2,8.607737728964007e-06
ps1,1e-4,2,7.382855465181839e-12
ps1,1e-4,2,1.785003134819243e-10
ps1,1e-4,2,5.469498225798263e-10
ps1,1e-4,1,3.720232433992210e-08
ps1,1e-4,2,4.005535170976552e-11
ps1,1e-4,2,5.199610193866728e-13
ps1,1e-4,2,4.005811811662961e-13
ps1,1e-4,2,7.766857241234748e-12
ps1,1e-4,2,6.845518885225811e-11
ps1,1e-4,2,1.332987233146507e-10
ps1,1e-4,2,1.227346082063777e-09
ps1,1e-4,2,2.536255606598914e-16
ps1,1e-4,2,2.200436351619388e-12
ps1,1e-4,2,1.727375441749296e-11
ps1,1e-4,2,1.977013830404219e-11
ps1,1e-4,2,7.589310065170344e-12
ps1,1e-4,2,1.849720721812781e-10
ps1,1e-4,2,1.059004904304173e-10
ps1,1e-4,2,1.282695865643817e-11
ps1,1e-4,2,3.189492627345859e-09
ps1,1e-4,2,1.591757383109999e-16
ps1,1e-4,2,4.207013029991672e-09
ps1,1e-4,2,9.090517793429579e-13
ps1,1e-4,2,6.582132028546842e-11
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,5.384593600787648e-14
ps1,1e-4,2,3.354364720732751e-13
ps1,1e-4,2,1.195300774611006e-09
ps1,1e-4,2,4.130472932724975e-07
ps1,1e-4,2,4.916659189984980e-10
ps1,1e-4,2,8.374441460364812e-11
ps1,1e-4,2,6.983214333879261e-10
ps1,1e-4,2,3.147338688773506e-09
ps1,1e-4,2,3.220718519904263e-12
ps1,1e-4,2,2.483357040224637e-10
ps1,1e-4,2,2.409269136921125e-08
ps1,1e-4,2,2.174881367698931e-10
ps1,1e-4,2,6.791001057618212e-12
ps1,1e-4,2,3.164649898579300e-08
ps1,1e-4,2,1.809035133418236e-09
ps1,1e-4,2,3.133954529652420e-12
ps1,1e-4,2,4.939461393127766e-09
ps1,1e-4,2,3.619056649455640e-07
ps1,1e-4,2,3.524799599731787e-13
ps1,1e-4,2,1.114309678848077e-12
ps1,1e-4,2,6.324909134469808e-13
ps1,1e-4,2,6.017904878619652e-13
ps1,1e-4,2,1.534349876151641e-13
ps1,1e-4,2,2.731544754793601e-12
ps1,1e-4,2,2.969461575863358e-06
ps1,1e-4,2,6.236285209992910e-12
ps1,1e-4,2,1.757390910704044e-11
ps1,1e-4,2,1.838670672027290e-12
ps1,1e-4,2,6.384729769504870e-07
ps1,1e-4,2,1.223673793177846e-08
ps1,1e-4,2,1.812891471252073e-05
ps1,1e-4,2,5.142522279870088e-13
ps1,1e-4,2,5.256854572156885e-11
ps1,1e-4,2,6.039319728833930e-13
ps1,1e-4,2,2.058042518043485e-13
ps1,1e-4,2,5.789026448567555e-14
ps1,1e-4,2,1.814190796215235e-12
ps1,1e-4,2,3.034527920767262e-09
ps1,1e-4,2,5.981941714352713e-07
ps1,1e-4,2,1.670274787800584e-07
ps1,1e-4,2,2.819648205931629e-10
ps1,1e-4,2,7.791286226451609e-13
ps1,1e-4,2,7.213578322591556e-16
ps1,1e-4,2,1.768006823201000e-11
ps1,1e-4,2,1.714280816340525e-06
ps1,1e-4,2,3.312719222973151e-11
ps1,1e-4,2,1.076472587568407e-09
ps1,1e-4,2,4.508286413801466e-09
ps1,1e-4,2,1.843678046929540e-07
ps1,1e-4,2,5.244253403263197e-11
ps1,1e-4,2,2.551116757979120e-08
ps1,1e-4,2,1.074193105097749e-10
ps1,1e-4,2,5.438260659924871e-14
ps1,1e-4,2,3.553241470687025e-12
ps1,1e-4,2,7.453255184461119e-13
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,7.697227997281339e-07
ps1,1e-4,2,3.498170692854159e-08
ps1,1e-4,2,1.325972279598999e-11
ps1,1e-4,2,3.236637130626542e-11
ps1,1e-4,2,1.567718861869474e-10
ps1,1e-4,2,3.572727625736757e-08
ps1,1e-4,2,7.184872196467997e-11
ps1,1e-4,2,1.699719468808484e-12
ps1,1e-4,2,1.401308261140905e-11
ps1,1e-4,2,1.066914248407596e-11
ps1,1e-4,2,1.775643697076943e-12
ps1,1e-4,2,5.071532545709229e-11
ps1,1e-4,2,1.835242669625159e-11
ps1,1e-4,2,2.229817223262886e-14
ps1,1e-4,2,1.514754767879448e-09
ps1,1e-4,2,2.086642722183226e-10
ps1,1e-4,2,5.005347087650703e-12
ps1,1e-4,2,6.191590386429731e-08
ps1,1e-4,2,3.682856703733302e-10
ps1,1e-4,2,5.079385553259227e-05
ps1,1e-4,2,1.641453790537014e-08
ps1,1e-4,2,1.588812457098235e-07
ps1,1e-4,2,1.692529981457464e-13
ps1,1e-4,2,1.602493138620971e-16
ps1,1e-4,2,2.686587438883092e-11
ps1,1e-4,2,5.569691404393271e-08
ps1,1e-4,2,5.270125619488438e-13
ps1,1e-4,2,2.854396071802961e-08
ps1,1e-4,2,5.661409938570302e-09
ps1,1e-4,2,5.511081000230097e-10
ps1,1e-4,2,2.374793554864809e-12
ps1,1e-4,2,3.447286023989126e-11
ps1,1e-4,2,1.360618776019054e-12
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,9.644964791186197e-13
ps1,1e-4,2,4.059868162850717e-10
ps1,1e-4,2,9.010477353999512e-10
ps1,1e-4,2,2.190271352036454e-12
ps1,1e-4,2,5.719314220216338e-11
ps1,1e-4,2,1.031218348242425e-13
ps1,1e-4,2,3.899859421832001e-13
ps1,1e-4,2,1.401999767276205e-15
ps1,1e-4,1,3.547070404190700e-08
ps1,1e-4,2,1.793179084409136e-08
ps1,1e-4,2,3.248512575244507e-11
ps1,1e-4,2,3.716868485018678e-11
ps1,1e-4,2,1.653598321784990e-06
ps1,1e-4,2,2.190302522490364e-11
ps1,1e-4,2,1.159534779189275e-07
ps1,1e-4,2,2.191318617244106e-10
ps1,1e-4,2,1.213604699106120e-11
ps1,1e-4,2,4.562255877253704e-13
ps1,1e-4,2,1.968957247245110e-13
ps1,1e-4,2,1.746788913613987e-14
ps1,1e-4,2,4.830441526379447e-07
ps1,1e-4,2,8.610512919644110e-07
ps1,1e-4,2,8.735079046975378e-10
ps1,1e-4,2,2.352732591256329e-09
ps1,1e-4,2,3.927653080440803e-11
ps1,1e-4,2,9.718521120032330e-16
ps1,1e-4,2,1.085300015672905e-08
ps1,1e-4,2,5.815052848981239e-11
ps1,1e-4,2,1.749772092184993e-06
ps1,1e-4,2,8.982310149287476e-11
ps1,1e-4,2,5.840732095041252e-09
ps1,1e-4,2,1.206274393055986e-12
ps1,1e-4,2,4.946143944833888e-12
ps1,1e-4,2,8.053751537579114e-14
ps1,1e-4,2,1.816444620892332e-11
ps1,1e-4,2,4.137025569687876e-10
ps1,1e-4,2,2.852750106024903e-10
ps1,1e-4,2,8.680362658607587e-08
ps1,1e-4,1,7.032841020187802e-08
ps1,1e-4,2,6.682379167549298e-07
ps1,1e-4,2,4.924284141978687e-14
ps1,1e-4,2,4.760580080608844e-09
ps1,1e-4,2,6.722914415427607e-08
ps1,1e-4,2,4.048201854104465e-11
ps1,1e-4,2,5.946843266991244e-12
ps1,1e-4,2,2.152026580322115e-12
ps1,1e-4,2,7.751001024951628e-10
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,2.606917998763644e-10
ps1,1e-4,2,9.492535306493629e-09
ps1,1e-4,2,1.517712450816456e-10
ps1,1e-4,2,2.496327777023610e-08
ps1,1e-4,2,9.415915356065867e-13
ps1,1e-4,2,3.403690536985856e-11
ps1,1e-4,2,3.641088586858040e-12
ps1,1e-4,2,4.833170680619453e-10
ps1,1e-4,2,5.865035614965822e-13
ps1,1e-4,2,7.235379068022445e-12
ps1,1e-4,1,4.336296656445606e-11
ps1,1e-4,2,4.744199181619076e-13
ps1,1e-4,2,1.363741906691020e-11
ps1,1e-4,2,5.282817270520464e-13
ps1,1e-4,2,5.973718715312507e-10
ps1,1e-4,2,3.222253906459087e-11
ps1,1e-4,2,5.992969163635650e-09
ps1,1e-4,2,4.718261550126598e-12
ps1,1e-4,2,4.275520080887449e-07
ps1,1e-4,2,1.950439536856666e-12
ps1,1e-4,2,5.866218325715148e-16
ps1,1e-4,2,3.638560448465659e-13
ps1,1e-4,1,3.566463302201639e-06
ps1,1e-4,2,5.843273160739050e-14
ps1,1e-4,2,4.094531150082984e-12
ps1,1e-4,2,9.456447744029120e-07
ps1,1e-4,2,1.733168346632708e-07
ps1,1e-4,2,4.911252440585509e-08
ps1,1e-4,2,4.596782070783376e-08
ps1,1e-4,2,1.693950002170379e-11
ps1,1e-4,2,4.799873801404985e-12
ps1,1e-4,2,2.884127684546465e-09
ps1,1e-4,1,4.323335275945279e-10
ps1,1e-4,1,3.897380514999831e-13
ps1,1e-4,1,5.063670357571835e-12
ps1,1e-4,1,1.524946599679459e-12
ps1,1e-4,2,1.165681043051041e-11
ps1,1e-4,2,2.534908242154321e-13
ps1,1e-4,2,1.043018661897564e-10
ps1,1e-4,2,1.761002111635242e-08
ps1,1e-4,2,1.395688326161284e-13
ps1,1e-4,2,5.467653558491803e-13
ps1,1e-4,2,1.394269804414793e-10
ps1,1e-4,2,1.558987236843495e-09
ps1,1e-4,2,4.925831678528915e-09
ps1,1e-4,2,1.025789770172354e-11
ps1,1e-4,2,7.538952942754759e-11
ps1,1e-4,2,1.405034147091623e-13
ps1,1e-4,2,2.743878657467952e-08
ps1,1e-4,2,4.723433361827080e-15
ps1,1e-4,2,4.675626325972630e-12
ps1,1e-4,2,6.022745164572756e-10
ps1,1e-4,2,2.532372500100739e-06
ps1,1e-4,2,3.269651736327932e-12
ps1,1e-4,2,5.508115116231577e-11
ps1,1e-4,2,3.780928535186730e-10
ps1,1e-4,2,5.646984963623492e-10
ps1,1e-4,2,2.207475120166477e-10
ps1,1e-4,2,5.553969195910893e-13
ps1,1e-4,2,2.828310993253302e-15
ps1,1e-4,2,1.573765810175066e-10
ps1,1e-4,2,2.303719565761242e-13
ps1,1e-4,2,2.809376947337190e-08
ps1,1e-4,2,3.028122743407509e-12
ps1,1e-4,2,1.208647164327999e-11
ps1,1e-4,2,1.191649030370880e-08
ps1,1e-4,2,8.793825495581066e-11
ps1,1e-4,2,2.511256768207276e-10
ps1,1e-4,2,2.021195851282045e-10
ps1,1e-4,2,3.054581063405469e-10
ps1,1e-4,2,3.764725706062696e-12
ps1,1e-4,2,2.996452185380045e-12
ps1,1e-4,2,5.702440604661711e-08
ps1,1e-4,2,4.846198338220956e-13
ps1,1e-4,2,2.437226199701219e-12
ps1,1e-4,2,7.602420317974944e-10
ps1,1e-4,2,1.918515811173534e-11
ps1,1e-4,2,1.178573690165847e-09
ps1,1e-4,2,5.222527170008407e-11
ps1,1e-4,2,2.875512262416501e-11
ps1,1e-4,2,9.140651728194000e-09
ps1,1e-4,2,5.283542889489788e-13
ps1,1e-4,2,3.069088087743204e-13
ps1,1e-4,2,1.278584693824731e-11
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,7.517279150385511e-11
ps1,1e-4,2,6.932300227293546e-12
ps1,1e-4,2,2.823746436107076e-07
ps1,1e-4,2,2.105001710103833e-16
ps1,1e-4,2,1.442856199035099e-13
ps1,1e-4,2,1.197434148595912e-10
ps1,1e-4,2,4.290992205331613e-10
ps1,1e-4,2,2.445789408129794e-12
ps1,1e-4,2,3.474511992545859e-12
ps1,1e-4,2,5.683432663470247e-10
ps1,1e-4,2,2.022265895829678e-11
ps1,1e-4,2,1.079764844464542e-09
ps1,1e-4,2,5.129175726073293e-07
ps1,1e-4,2,6.645435728490506e-10
ps1,1e-4,2,5.020331915017441e-10
ps1,1e-4,2,4.952275514888468e-11
ps1,1e-4,2,5.268230524429706e-12
ps1,1e-4,2,1.232707887759170e-13
ps1,1e-4,2,2.388649007653118e-13
ps1,1e-4,2,1.620324368830758e-12
ps1,1e-4,2,5.891865174594484e-14
ps1,1e-4,2,3.930416620159127e-13
ps1,1e-4,1,1.187777652637830e-10
ps1,1e-4,2,6.011164181657917e-11
ps1,1e-4,1,9.925711799600227e-13
ps1,1e-4,2,4.327059987800733e-09
ps1,1e-4,2,1.125542234967482e-13
ps1,1e-4,2,1.067818324644209e-12
ps1,1e-4,2,1.620566243775061e-08
ps1,1e-4,2,3.002739041501616e-10
ps1,1e-4,2,1.792821758044509e-07
ps1,1e-4,2,8.344313597971225e-10
ps1,1e-4,2,3.306849314083194e-11
ps1,1e-4,2,8.678891027435599e-15
ps1,1e-4,1,1.236232009095356e-10
ps1,1e-4,2,1.176234356853653e-09
ps1,1e-4,2,4.589660385127645e-08
ps1,1e-4,2,7.357906539847031e-11
ps1,1e-4,2,7.542156299817702e-11
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,3.210302654341234e-09
ps1,1e-4,2,8.490884225131302e-11
ps1,1e-4,2,2.623276770669822e-10
ps1,1e-4,2,8.075018389943962e-09
ps1,1e-4,2,0.000000000000000e+00
ps1,1e-4,2,9.510895150300691e-10
ps1,1e-4,2,1.796190579767132e-12
ps1,1e-4,2,5.057290386364790e-11
ps1,1e-4,2,1.070142876609714e-08
ps1,1e-4,2,1.389868532219918e-09
ps1,1e-4,2,1.436439712686748e-07
ps1,1e-4,2,1.294620335990986e-10
ps1,1e-4,1,2.105631981359224e-12
ps1,1e-4,2,3.298463834000687e-12
ps1,1e-4,2,2.560424369550116e-11
ps1,1e-4,2,2.492472229763605e-10
ps1,1e-4,2,5.685601377175927e-12
ps1,1e-4,2,2.177638217966916e-12
ps1,1e-4,2,7.166263504591846e-14
ps1,1e-4,2,1.917856934618292e-10
ps1,1e-4,2,2.097531509914039e-12
ps1,1e-4,2,5.132617501657299e-09
ps1,1e-4,2,2.307899482941334e-11
ps1,1e-4,2,2.011629882202089e-16
ps1,1e-4,2,1.807359293547940e-12
ps1,1e-4,2,3.184964757578470e-07
ps1,1e-4,2,1.074559401397829e-08
ps1,1e-4,2,5.601744741824267e-08
ps1,1e-4,2,1.212123602347860e-10
ps1,1e-4,2,3.984601904400634e-07
ps1,1e-4,2,2.305042508439395e-11
ps1,1e-4,2,8.301763443031101e-14
ps1,1e-4,2,3.202126454911526e-11
ps1,1e-4,1,3.963706254755466e-10
ps1,1e-4,2,2.016207375276080e-10
ps1,1e-4,2,1.484625417855589e-11
ps1,1e-4,2,1.982239882483274e-11
ps1,1e-4,2,6.540328576978966e-09
ps1,1e-4,2,2.020810303624921e-10
ps1,1e-4,2,8.640222065145700e-13
ps1,1e-4,2,8.764892359896111e-10
ps1,1e-4,2,1.236374120023391e-09
ps1,1e-4,2,1.241976418773483e-15
ps1,1e-4,2,5.049138603994703e-09
ps1,1e-4,2,1.036347017136441e-10
ps1,1e-4,2,1.244883164803717e-12
ps2,1e-4,3,8.376139040549196e-16
ps2,1e-4,3,5.602163160397996e-13
ps2,1e-4,3,6.296597623832506e-12
ps2,1e-4,3,6.864317834390095e-07
ps2,1e-4,3,2.462251463949290e-11
ps2,1e-4,3,8.102864094974779e-13
ps2,1e-4,3,1.690624120072928e-15
ps2,1e-4,3,2.035170893424647e-09
ps2,1e-4,3,5.857480289848437e-13
ps2,1e-4,3,1.838533041840048e-07
ps2,1e-4,3,5.573061470477905e-08
ps2,1e-4,3,2.497722974735553e-11
ps2,1e-4,3,3.993957892572621e-09
ps2,1e-4,3,3.606683018416383e-14
ps2,1e-4,3,1.165932314994989e-12
ps2,1e-4,3,2.814805688632216e-10
ps2,1e-4,3,4.106464399707450e-11
ps2,1e-4,3,2.487360777156391e-11
ps2,1e-4,3,1.404121831695015e-05
ps2,1e-4,3,3.680061259300244e-13
ps2,1e-4,3,5.198021217283005e-07
ps2,1e-4,3,2.834720502928906e-12
ps2,1e-4,3,2.648666573609464e-08
ps2,1e-4,3,2.716726836402498e-11
ps2,1e-4,3,8.798983001759399e-10
ps2,1e-4,3,3.244076951372915e-12
ps2,1e-4,3,1.574505072956791e-12
ps2,1e-4,3,1.471931735407675e-08
ps2,1e-4,3,2.118273498410303e-08
ps2,1e-4,3,3.816020353622428e-09
ps2,1e-4,2,1.298688710915210e-11
ps2,1e-4,3,1.373997911437849e-11
ps2,1e-4,3,1.033818169360080e-06
ps2,1e-4,3,2.536388069505200e-09
ps2,1e-4,3,3.507663907485140e-13
ps2,1e-4,3,1.926376130777331e-07
ps2,1e-4,3,2.366084077614656e-08
ps2,1e-4,3,8.863283165028036e-12
ps2,1e-4,3,1.041155124447489e-12
ps2,1e-4,3,1.521958703158448e-11
ps2,1e-4,3,1.615830799653274e-10
ps2,1e-4,3,4.166643458494034e-13
ps2,1e-4,3,3.596429226151453e-11
ps2,1e-4,3,8.017302049902642e-11
ps2,1e-4,3,2.475150607592808e-10
ps2,1e-4,3,1.343446146711567e-05
ps2,1e-4,3,8.680188823781473e-12
ps2,1e-4,3,1.272255696581060e-11
ps2,1e-4,3,5.197597668818983e-11
ps2,1e-4,3,7.323731131218025e-12
ps2,1e-4,3,6.239160275085754e-16
ps2,1e-4,3,1.242992175917077e-12
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,1.153464804727250e-13
ps2,1e-4,3,1.613547735623177e-11
ps2,1e-4,3,2.644860714185555e-12
ps2,1e-4,3,9.683294097815553e-14
ps2,1e-4,3,2.995476412156116e-12
ps2,1e-4,3,3.265336131592624e-12
ps2,1e-4,3,4.490061549944911e-07
ps2,1e-4,3,3.203211823970873e-11
ps2,1e-4,3,6.934053219785574e-13
ps2,1e-4,3,5.969120488466128e-12
ps2,1e-4,3,7.691189968086787e-14
ps2,1e-4,3,5.780833328843578e-11
ps2,1e-4,3,5.397676246494121e-12
ps2,1e-4,3,5.127294063372255e-12
ps2,1e-4,1,6.211308312113203e-08
ps2,1e-4,3,2.921446865173092e-11
ps2,1e-4,3,8.787095487264711e-09
ps2,1e-4,3,3.476717527562961e-11
ps2,1e-4,3,3.344607393324707e-14
ps2,1e-4,3,1.256567811358602e-09
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,7.436436611873812e-10
ps2,1e-4,3,4.755715680081871e-14
ps2,1e-4,3,9.929306646446184e-07
ps2,1e-4,3,2.959344733097490e-07
ps2,1e-4,3,1.985963386025294e-10
ps2,1e-4,3,8.808524162170330e-16
ps2,1e-4,3,2.505932739271622e-10
ps2,1e-4,3,9.532068194380207e-13
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,2.839382119040190e-10
ps2,1e-4,3,1.552004096234085e-11
ps2,1e-4,3,4.414374704926641e-08
ps2,1e-4,3,1.451521160065001e-08
ps2,1e-4,3,8.391322690160028e-12
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,2.185201468045295e-09
ps2,1e-4,3,3.087880085362755e-11
ps2,1e-4,3,6.644035979501435e-12
ps2,1e-4,3,7.426642880631188e-08
ps2,1e-4,3,1.926574833621470e-08
ps2,1e-4,3,1.650285837013602e-12
ps2,1e-4,3,6.281209884562465e-10
ps2,1e-4,3,5.740723563421903e-09
ps2,1e-4,3,2.673257136594083e-07
ps2,1e-4,3,2.736543764381393e-08
ps2,1e-4,3,4.987628458685836e-12
ps2,1e-4,3,5.190678098530277e-06
ps2,1e-4,3,7.566590434674191e-10
ps2,1e-4,3,7.031397419366372e-09
ps2,1e-4,3,1.575187687244700e-13
ps2,1e-4,3,4.979835138819628e-12
ps2,1e-4,3,2.385108320012989e-14
ps2,1e-4,3,1.042091101688292e-06
ps2,1e-4,3,3.595553253508865e-12
ps2,1e-4,3,3.594450166481848e-10
ps2,1e-4,3,2.155976677220626e-12
ps2,1e-4,3,1.821693903465207e-10
ps2,1e-4,3,8.221448336794512e-13
ps2,1e-4,3,9.705442970506232e-14
ps2,1e-4,3,3.884982354743784e-11
ps2,1e-4,3,4.857910228315591e-10
ps2,1e-4,3,1.963421427943213e-06
ps2,1e-4,3,6.937558598738623e-11
ps2,1e-4,3,1.909645840624826e-06
ps2,1e-4,3,7.395567725090700e-12
ps2,1e-4,3,1.403440071867656e-13
ps2,1e-4,3,2.140479318216859e-06
ps2,1e-4,3,1.544862020648626e-06
ps2,1e-4,3,8.898849785410859e-13
ps2,1e-4,3,5.134654125736120e-11
ps2,1e-4,3,7.105616858747377e-09
ps2,1e-4,3,1.332844773737455e-07
ps2,1e-4,3,1.703541850917974e-10
ps2,1e-4,2,2.219848114591337e-11
ps2,1e-4,3,2.827792874211064e-11
ps2,1e-4,3,1.850953704435551e-10
ps2,1e-4,3,7.190533617120059e-08
ps2,1e-4,3,1.337573022597683e-11
ps2,1e-4,3,2.286742649433586e-10
ps2,1e-4,3,3.531018342969586e-15
ps2,1e-4,3,8.180412097868779e-09
ps2,1e-4,3,1.324435698564849e-07
ps2,1e-4,3,3.495330652968616e-10
ps2,1e-4,3,2.116331694491461e-10
ps2,1e-4,1,2.901669861507241e-10
ps2,1e-4,3,7.137844582916415e-12
ps2,1e-4,3,6.430749094146033e-12
ps2,1e-4,3,1.611716023500108e-12
ps2,1e-4,3,9.340913215389321e-11
ps2,1e-4,3,7.021060424639665e-13
ps2,1e-4,3,1.441471569520307e-11
ps2,1e-4,3,7.304082770450281e-08
ps2,1e-4,3,9.641276160538706e-10
ps2,1e-4,3,2.323460713318424e-09
ps2,1e-4,3,5.070387599539654e-10
ps2,1e-4,3,7.878243603499485e-12
ps2,1e-4,3,5.777395447038633e-11
ps2,1e-4,3,4.717757240874129e-12
ps2,1e-4,3,3.184843163141790e-13
ps2,1e-4,3,6.305455642342060e-11
ps2,1e-4,3,2.594938234363121e-16
ps2,1e-4,3,2.301200537367553e-07
ps2,1e-4,3,1.402216093297479e-12
ps2,1e-4,3,1.579775948192572e-09
ps2,1e-4,3,4.513890021786776e-09
ps2,1e-4,3,1.746543716028218e-11
ps2,1e-4,3,1.189104127765796e-16
ps2,1e-4,3,1.226724018014163e-12
ps2,1e-4,3,1.825430330192815e-12
ps2,1e-4,3,2.363554051362445e-09
ps2,1e-4,3,2.949460876000506e-09
ps2,1e-4,3,6.145218548187551e-12
ps2,1e-4,3,1.539930294791425e-12
ps2,1e-4,3,7.400341392965625e-13
ps2,1e-4,3,1.474909523997067e-16
ps2,1e-4,3,6.406337927241263e-12
ps2,1e-4,3,5.262135356373440e-10
ps2,1e-4,3,1.577988660967658e-10
ps2,1e-4,3,5.443391613341872e-13
ps2,1e-4,3,8.632204138754272e-12
ps2,1e-4,3,1.054435655099483e-08
ps2,1e-4,3,2.945230578711987e-08
ps2,1e-4,3,8.400856651616824e-11
ps2,1e-4,3,1.239544654659401e-09
ps2,1e-4,3,3.036288361602809e-14
ps2,1e-4,3,9.416286743126545e-13
ps2,1e-4,3,2.244331991840467e-13
ps2,1e-4,3,2.171725878169400e-12
ps2,1e-4,3,2.104026815799686e-10
ps2,1e-4,3,7.885907993741448e-12
ps2,1e-4,3,7.752635282729882e-06
ps2,1e-4,3,2.333511680112792e-12
ps2,1e-4,3,4.211207834241300e-13
ps2,1e-4,3,5.157514779436543e-11
ps2,1e-4,3,5.089001555780213e-10
ps2,1e-4,3,1.940244786063452e-12
ps2,1e-4,3,5.600003483202167e-10
ps2,1e-4,3,2.831568036153295e-12
ps2,1e-4,3,7.257699186321770e-11
ps2,1e-4,3,7.636046240702376e-11
ps2,1e-4,3,1.228732032217177e-06
ps2,1e-4,3,1.336308767199314e-11
ps2,1e-4,3,1.402150899479802e-05
ps2,1e-4,3,6.041738976349370e-11
ps2,1e-4,3,1.307505238371495e-13
ps2,1e-4,3,9.359977321434319e-09
ps2,1e-4,3,3.022780634813547e-11
ps2,1e-4,3,3.482370548711479e-10
ps2,1e-4,3,3.306248539387386e-10
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,8.759726633098816e-12
ps2,1e-4,3,1.206822561534430e-12
ps2,1e-4,3,1.163603055890706e-10
ps2,1e-4,3,7.673918274040915e-11
ps2,1e-4,3,1.199658437896328e-11
ps2,1e-4,3,3.042751037138018e-12
ps2,1e-4,3,4.357198105348511e-10
ps2,1e-4,3,2.133600033477318e-12
ps2,1e-4,3,1.874390312269157e-11
ps2,1e-4,3,3.836001720063171e-07
ps2,1e-4,3,1.192374578250508e-14
ps2,1e-4,3,1.392728368697729e-10
ps2,1e-4,3,5.091685989614998e-08
ps2,1e-4,3,6.891871826244392e-13
ps2,1e-4,3,8.043292029832615e-12
ps2,1e-4,1,1.755817562642491e-12
ps2,1e-4,3,8.973530332222732e-11
ps2,1e-4,3,3.739553557138134e-07
ps2,1e-4,3,3.286852439702755e-11
ps2,1e-4,1,4.046486228806328e-10
ps2,1e-4,3,1.692834553707295e-06
ps2,1e-4,3,5.166041742975031e-11
ps2,1e-4,3,2.877552347897667e-09
ps2,1e-4,3,7.049735644561395e-13
ps2,1e-4,3,6.574238373029777e-08
ps2,1e-4,3,5.891900173605374e-12
ps2,1e-4,1,1.276263949392908e-09
ps2,1e-4,3,1.287570452969737e-10
ps2,1e-4,3,9.959680415616526e-11
ps2,1e-4,3,1.122222556510369e-12
ps2,1e-4,3,4.831629486802524e-14
ps2,1e-4,3,1.719906695529783e-16
ps2,1e-4,3,1.028396105278375e-11
ps2,1e-4,3,3.157916558249202e-11
ps2,1e-4,3,7.827391116974208e-11
ps2,1e-4,3,1.791969394883026e-09
ps2,1e-4,3,6.069431783025072e-11
ps2,1e-4,3,6.965582173432529e-08
ps2,1e-4,3,4.931035439756460e-07
ps2,1e-4,3,8.568698265160896e-11
ps2,1e-4,3,2.288723710045979e-14
ps2,1e-4,3,1.019012451734542e-11
ps2,1e-4,3,2.156602384880996e-12
ps2,1e-4,3,1.272166204733618e-11
ps2,1e-4,3,1.484312537406087e-07
ps2,1e-4,3,9.103318328781227e-16
ps2,1e-4,3,4.212729446421939e-08
ps2,1e-4,3,7.027094247534250e-11
ps2,1e-4,3,6.831354913371384e-12
ps2,1e-4,3,2.128414921752561e-09
ps2,1e-4,3,2.446285832983927e-14
ps2,1e-4,3,2.074235527715672e-14
ps2,1e-4,3,2.637623698566971e-09
ps2,1e-4,3,8.775410877369741e-12
ps2,1e-4,1,4.220540897979339e-13
ps2,1e-4,3,1.077303342113280e-10
ps2,1e-4,3,5.497589255295125e-14
ps2,1e-4,3,2.414652534377977e-13
ps2,1e-4,3,1.647222374557486e-13
ps2,1e-4,3,1.485515097253129e-09
ps2,1e-4,3,1.274546490867620e-07
ps2,1e-4,3,1.404313940051299e-16
ps2,1e-4,3,9.147091893952217e-16
ps2,1e-4,3,5.774444343319847e-08
ps2,1e-4,3,3.387783628897040e-06
ps2,1e-4,3,4.217910286741776e-11
ps2,1e-4,3,1.899901652408681e-11
ps2,1e-4,3,3.528273168290509e-11
ps2,1e-4,3,1.688148634752458e-12
ps2,1e-4,3,1.403147902938328e-12
ps2,1e-4,3,1.586439876940853e-12
ps2,1e-4,3,5.762643605007715e-15
ps2,1e-4,3,5.681537610979062e-13
ps2,1e-4,3,1.162407603066926e-16
ps2,1e-4,3,0.000000000000000e+00
ps2,1e-4,3,4.163084679223918e-07
ps2,1e-4,3,1.200359697112167e-10
ps2,1e-4,3,1.308587378285182e-12
ps2,1e-4,3,4.834825974303930e-09
ps2,1e-4,3,2.703667481457858e-10
ps2,1e-4,3,6.843102246075588e-14
ps2,1e-4,3,3.518359645034103e-08
ps2,1e-4,3,1.814084353548574e-08
ps2,1e-4,3,1.792039842663738e-11
ps2,1e-4,3,7.905387438694297e-12
ps2,1e-4,1,3.184065956857855e-11
